city,latitude,longitude,date,PM2_5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_dir,dist_to_road,dist_to_industry,dist_to_farm,fire_nearby,is_festival_day,festival_name,is_election_period,is_sports_event,pollution_source
Mumbai,19.072415,72.886104,2022-01-15,68.36,34.08,29.47,12.14,1.279,12.26,30.73,87.05,2.39,341.18,0.415,1.236,2.459,0,0,None,0,0,industrial
Chennai,13.082846,80.286129,2022-01-15,69.62,99.75,8.13,23.75,1.0,33.44,31.92,60.5,2.56,228.36,0.351,1.392,1.093,0,0,None,0,0,waste
Kolkata,22.584495,88.35419,2022-01-15,63.56,110.83,37.89,10.9,1.546,18.47,17.78,51.51,0.1,54.83,1.091,0.884,2.621,0,0,None,0,0,fire_crackers
Bengaluru,12.965633,77.575981,2022-01-15,24.59,160.5,34.3,37.36,1.002,21.17,44.02,62.48,2.87,309.18,0.001,3.991,0.613,0,0,None,0,0,fire_crackers
Hyderabad,17.392165,78.474396,2022-01-15,86.93,77.69,59.8,25.75,1.0,38.24,20.25,64.24,3.39,224.27,0.855,0.449,0.478,0,0,None,0,0,vehicular
Pune,18.500581,73.852578,2022-01-15,31.47,150.61,49.36,12.16,1.088,38.5,27.78,51.49,2.9,245.81,1.308,1.156,0.152,0,0,None,0,0,waste
Guwahati,26.122545,91.725606,2022-01-15,61.29,125.38,24.53,10.99,1.255,49.98,40.57,52.65,1.52,302.19,0.36,1.638,0.552,0,0,None,0,0,industrial
Lucknow,26.85981,80.965736,2022-01-15,36.8,177.4,29.8,17.34,1.177,19.85,36.72,51.9,2.66,342.72,0.184,0.308,1.175,0,0,None,0,0,fire_crackers
Kanpur,26.467849,80.337831,2022-01-15,87.79,246.51,38.81,23.71,1.545,26.5,32.23,59.25,3.11,126.31,1.559,2.843,0.315,0,0,None,0,0,industrial
Delhi,28.6244,77.223453,2022-01-16,108.45,57.97,48.2,28.86,1.218,19.94,15.18,83.78,2.24,74.75,0.951,1.218,7.998,0,0,None,0,0,fire_crackers
Mumbai,19.086096,72.865597,2022-01-16,112.07,53.28,83.68,1.0,1.977,13.12,21.39,65.85,1.22,98.41,1.018,0.291,2.179,0,0,None,0,0,vehicular
Chennai,13.067041,80.251501,2022-01-16,58.07,6.53,51.33,2.44,1.0,14.28,34.03,73.18,5.13,252.12,2.4,2.758,4.883,0,0,None,0,0,industrial
Kolkata,22.560052,88.345333,2022-01-16,95.31,107.75,47.4,40.72,1.104,21.79,30.2,63.5,7.58,73.24,0.245,2.018,0.084,0,0,None,0,0,waste
Bengaluru,12.963217,77.600103,2022-01-16,78.82,102.69,49.94,4.02,2.157,55.95,35.18,62.64,3.19,195.75,0.085,1.141,8.213,0,0,None,0,0,vehicular
Hyderabad,17.397482,78.496411,2022-01-16,69.21,126.66,22.12,31.27,1.04,25.61,29.0,57.45,3.44,246.45,0.764,0.191,0.384,0,0,None,0,0,vehicular
Pune,18.537568,73.832802,2022-01-16,76.59,150.8,24.98,24.24,1.271,28.01,27.79,70.52,3.48,320.81,0.191,1.438,3.696,0,0,None,0,0,industrial
Guwahati,26.146332,91.749998,2022-01-16,91.09,157.88,27.57,3.48,1.0,14.45,34.07,56.47,3.34,163.23,2.518,0.897,2.727,0,0,None,0,0,agricultural
Lucknow,26.831421,80.951309,2022-01-16,54.39,47.21,54.02,6.09,1.0,36.38,26.35,89.6,0.54,119.75,0.915,1.785,5.248,0,0,None,0,0,agricultural
Kanpur,26.466535,80.330303,2022-01-16,62.58,167.62,5.79,15.19,1.0,33.92,27.18,67.07,1.89,237.88,0.742,1.902,0.945,0,0,None,0,0,vehicular
Delhi,28.62724,77.241263,2022-01-17,75.44,191.44,85.96,18.67,1.0,48.87,32.05,98.17,4.84,204.32,0.156,1.236,1.618,0,0,None,0,0,agricultural
Mumbai,19.057414,72.891062,2022-01-17,53.24,149.3,1.0,18.86,1.0,25.3,36.65,54.62,0.94,91.14,0.077,0.002,1.612,0,0,None,0,0,vehicular
Chennai,13.070037,80.27435,2022-01-17,16.14,50.65,50.65,1.0,1.023,43.81,10.12,47.32,2.4,340.93,0.179,2.77,2.494,0,0,None,0,0,vehicular
Kolkata,22.556007,88.36762,2022-01-17,39.26,107.29,1.0,17.33,1.39,16.48,26.22,56.77,6.29,247.61,0.356,2.629,6.274,0,0,None,0,0,fire_crackers
Bengaluru,12.956648,77.585146,2022-01-17,43.93,166.82,14.84,12.93,1.191,1.75,24.15,57.6,2.68,144.26,1.078,1.096,3.745,0,0,None,0,0,vehicular
Hyderabad,17.369932,78.490543,2022-01-17,49.78,109.96,65.67,32.73,1.191,32.1,34.77,34.62,2.02,274.91,2.517,0.293,0.541,0,0,None,0,0,vehicular
Pune,18.516716,73.83602,2022-01-17,101.19,28.38,27.81,12.05,1.0,19.87,33.8,57.99,3.81,186.73,0.976,3.191,1.59,0,0,None,0,0,industrial
Guwahati,26.138762,91.727204,2022-01-17,12.16,29.93,27.21,22.49,1.0,36.75,36.39,64.46,2.15,328.02,0.49,1.439,6.19,0,0,None,0,0,waste
Lucknow,26.865034,80.96898,2022-01-17,56.6,57.1,67.54,9.61,1.0,39.75,26.16,90.9,4.26,62.23,1.164,0.237,2.681,0,0,None,0,0,vehicular
Kanpur,26.449474,80.348793,2022-01-17,73.25,119.68,41.29,17.94,1.224,53.9,23.17,63.31,0.74,195.45,0.734,11.673,3.521,0,0,None,0,0,vehicular
Delhi,28.594803,77.244997,2022-01-18,92.61,57.5,89.12,21.87,1.0,26.43,29.79,69.27,2.45,231.87,0.818,0.699,3.733,0,0,None,0,0,vehicular
Mumbai,19.064208,72.896741,2022-01-18,59.53,100.83,45.52,10.4,1.417,28.9,34.44,61.99,1.7,55.69,1.338,0.86,0.036,0,0,None,0,0,vehicular
Chennai,13.065508,80.277785,2022-01-18,41.83,57.13,37.88,35.61,1.848,33.46,24.47,63.59,2.83,263.96,1.925,1.244,2.224,0,0,None,0,0,industrial
Kolkata,22.571714,88.358194,2022-01-18,50.87,215.13,43.82,25.65,1.111,44.64,33.32,53.87,1.29,133.25,0.773,1.583,0.053,0,0,None,0,0,vehicular
Bengaluru,12.9588,77.575425,2022-01-18,35.5,84.53,43.6,13.74,1.0,44.07,25.9,53.88,2.45,120.16,1.612,2.066,1.351,0,0,None,0,0,vehicular
Hyderabad,17.36003,78.495879,2022-01-18,44.06,91.92,19.21,21.7,1.136,50.16,33.0,62.6,2.65,101.41,0.412,0.334,1.1,0,0,None,0,0,fire_crackers
Pune,18.505249,73.866528,2022-01-18,51.61,90.2,7.91,14.23,1.162,37.01,18.23,44.02,0.52,124.43,0.387,1.46,0.98,0,0,None,0,0,industrial
Guwahati,26.132757,91.71715,2022-01-18,75.41,100.79,56.31,12.18,1.0,24.52,25.91,55.38,0.51,166.99,0.481,0.784,0.23,0,0,None,0,0,vehicular
Lucknow,26.85633,80.94683,2022-01-18,60.97,177.59,55.29,2.52,1.0,32.21,24.15,56.63,4.98,319.27,1.546,5.496,4.486,0,0,None,0,0,vehicular
Kanpur,26.437009,80.330257,2022-01-18,48.9,114.57,46.34,29.42,1.0,17.33,29.93,34.33,3.77,114.83,0.286,0.862,2.241,0,0,None,0,0,fire_crackers
Delhi,28.60659,77.224238,2022-01-19,90.18,118.54,12.6,6.81,1.0,37.88,32.28,75.64,3.95,225.9,1.488,3.482,2.257,0,0,None,0,0,vehicular
Mumbai,19.075219,72.891966,2022-01-19,79.46,193.82,48.36,7.89,1.0,40.66,24.99,39.48,3.21,301.61,1.258,1.019,0.624,0,0,None,0,0,vehicular
Chennai,13.068344,80.254652,2022-01-19,66.95,127.86,52.48,23.67,1.0,20.97,31.77,59.14,3.92,186.43,0.52,0.824,3.007,0,0,None,0,0,vehicular
Kolkata,22.57034,88.350851,2022-01-19,116.0,108.56,43.16,36.57,1.361,38.3,35.02,63.89,4.75,358.86,0.181,1.766,2.115,0,0,None,0,0,waste
Bengaluru,12.983322,77.571244,2022-01-19,37.83,154.71,23.9,27.81,1.153,18.78,33.88,36.52,2.11,7.34,0.404,1.241,1.853,0,0,None,0,0,vehicular
Hyderabad,17.369903,78.482277,2022-01-19,71.57,202.81,43.53,28.68,1.239,22.62,21.46,56.51,3.72,80.88,0.485,3.45,3.307,0,0,None,0,0,industrial
Pune,18.529101,73.857577,2022-01-19,46.65,104.65,3.63,26.42,1.0,37.81,21.51,43.85,5.06,238.34,0.189,0.132,1.308,0,0,None,0,0,vehicular
Guwahati,26.149655,91.732911,2022-01-19,29.2,141.5,68.4,18.29,1.0,38.95,30.19,60.87,0.56,218.04,1.578,2.105,0.685,0,0,None,0,0,industrial
Lucknow,26.863406,80.961153,2022-01-19,51.51,118.53,39.13,12.39,1.533,42.18,28.77,77.03,3.07,164.16,0.806,4.459,1.078,0,0,None,0,0,vehicular
Kanpur,26.451219,80.339858,2022-01-19,6.38,231.91,41.35,20.06,1.8,22.18,33.55,81.92,4.12,188.51,0.481,2.577,2.842,0,0,None,0,0,industrial
Delhi,28.610538,77.229504,2022-01-20,1.0,133.75,57.53,21.93,1.51,31.1,31.2,77.85,3.32,322.43,0.784,4.872,0.756,0,0,None,0,0,fire_crackers
Mumbai,19.085891,72.868566,2022-01-20,47.78,145.23,60.03,1.0,1.335,28.93,24.1,82.68,1.01,86.42,0.135,1.148,2.275,0,0,None,0,0,vehicular
Chennai,13.075646,80.264637,2022-01-20,56.63,56.19,37.59,10.72,1.0,19.19,20.47,55.56,4.51,164.46,0.497,1.144,1.675,0,0,None,0,0,industrial
Kolkata,22.577302,88.367478,2022-01-20,40.12,98.58,24.61,11.12,1.063,16.28,31.66,81.63,5.65,321.16,1.078,6.873,4.58,0,0,None,0,0,industrial
Bengaluru,12.951485,77.601946,2022-01-20,8.54,158.98,29.27,20.7,1.0,31.51,21.62,99.46,4.53,33.31,1.345,7.502,1.379,0,0,None,0,0,vehicular
Hyderabad,17.386248,78.468141,2022-01-20,68.22,121.55,49.44,7.17,1.938,25.4,18.48,58.97,1.91,114.0,0.464,3.352,0.049,0,0,None,0,0,vehicular
Pune,18.505426,73.848522,2022-01-20,120.43,73.33,42.39,12.71,1.0,15.42,31.45,68.66,4.52,229.38,2.075,0.649,0.625,0,0,None,0,0,agricultural
Guwahati,26.123903,91.721843,2022-01-20,36.64,154.05,31.78,28.7,1.81,8.35,37.7,41.05,0.71,224.99,0.849,5.33,1.58,0,0,None,0,0,industrial
Lucknow,26.845717,80.932097,2022-01-20,3.52,154.02,6.06,28.0,1.0,39.98,19.71,74.95,3.06,220.01,1.06,13.253,1.033,0,0,None,0,0,vehicular
Kanpur,26.436373,80.313127,2022-01-20,58.04,81.43,64.38,9.07,1.0,30.15,28.84,41.86,4.25,69.13,0.485,1.591,4.498,0,0,None,0,0,fire_crackers
Delhi,28.623245,77.228623,2022-01-21,116.77,166.46,39.35,17.26,1.0,26.47,34.91,88.66,2.71,327.75,0.362,2.016,1.037,0,0,None,0,0,agricultural
Mumbai,19.089048,72.882384,2022-01-21,35.81,203.85,52.35,19.15,1.01,26.24,31.03,67.39,2.72,43.07,0.793,1.051,5.16,0,0,None,0,0,vehicular
Chennai,13.095513,80.287574,2022-01-21,90.81,80.77,39.93,12.51,1.0,28.65,29.62,74.73,4.96,208.84,1.387,0.572,0.082,0,0,None,0,0,waste
Kolkata,22.586247,88.35716,2022-01-21,78.88,100.24,26.87,3.19,1.091,30.35,18.36,44.38,2.12,268.73,0.701,4.781,14.43,0,0,None,0,0,industrial
Bengaluru,12.960694,77.582465,2022-01-21,47.24,123.81,73.71,30.8,1.0,30.02,26.6,54.88,2.64,132.44,4.911,0.116,3.977,0,0,None,0,0,fire_crackers
Hyderabad,17.360656,78.497882,2022-01-21,18.32,132.9,83.7,13.75,1.0,43.37,26.01,39.18,3.48,199.59,0.585,1.902,0.313,0,0,None,0,0,fire_crackers
Pune,18.524924,73.868655,2022-01-21,66.98,144.62,43.64,15.82,2.004,35.51,23.55,34.67,2.18,129.34,0.08,2.945,2.04,0,0,None,0,0,waste
Guwahati,26.138108,91.722378,2022-01-21,14.18,159.59,41.83,9.1,1.007,35.13,30.33,90.17,1.96,232.24,0.786,7.214,0.336,0,0,None,0,0,vehicular
Lucknow,26.840561,80.96234,2022-01-21,85.71,194.53,72.78,8.02,1.0,38.28,23.33,38.12,1.23,330.99,0.503,1.44,0.749,0,0,None,0,0,agricultural
Kanpur,26.457025,80.347023,2022-01-21,50.7,36.59,61.41,18.95,1.104,6.96,42.64,65.97,1.51,218.93,0.147,1.439,3.115,0,0,None,0,0,waste
Delhi,28.600082,77.246406,2022-01-22,66.25,106.19,13.11,15.25,1.0,37.01,28.26,10.0,2.91,120.98,0.642,0.705,5.746,0,0,None,0,0,waste
Mumbai,19.084327,72.89986,2022-01-22,77.36,195.69,53.98,29.09,1.721,34.65,31.05,34.9,3.46,220.24,0.527,10.438,0.737,0,0,None,0,0,waste
Chennai,13.063263,80.255083,2022-01-22,102.44,82.96,15.83,17.06,1.414,1.87,30.77,51.99,6.31,236.11,1.397,0.46,1.948,0,0,None,0,0,vehicular
Kolkata,22.577717,88.367881,2022-01-22,24.55,157.28,80.48,33.84,1.0,41.38,33.39,58.68,0.47,144.18,0.097,1.479,16.143,0,0,None,0,0,agricultural
Bengaluru,12.966371,77.598296,2022-01-22,48.79,20.7,58.05,16.74,2.307,51.39,23.66,77.59,1.95,15.25,1.193,0.666,5.561,0,0,None,0,0,vehicular
Hyderabad,17.370357,78.496056,2022-01-22,6.55,81.47,59.04,15.59,1.259,35.94,26.34,64.49,4.19,133.29,1.719,3.361,9.958,0,0,None,0,0,fire_crackers
Pune,18.504476,73.852916,2022-01-22,36.96,142.01,26.95,32.39,1.0,34.01,23.73,61.72,3.84,132.64,0.571,3.229,1.049,0,0,None,0,0,vehicular
Guwahati,26.157573,91.728934,2022-01-22,46.73,101.94,5.53,13.47,1.0,43.09,25.34,53.1,0.34,25.7,1.068,3.852,5.99,0,0,None,0,0,vehicular
Lucknow,26.852192,80.953871,2022-01-22,49.41,235.67,34.93,26.73,1.533,30.07,21.76,49.01,2.95,273.59,0.702,0.273,0.966,0,0,None,0,0,vehicular
Kanpur,26.447752,80.326544,2022-01-22,104.69,106.1,67.07,33.45,1.398,22.16,22.68,33.19,2.24,191.89,3.822,0.339,0.833,0,0,None,0,0,industrial
Delhi,28.625767,77.240986,2022-01-23,80.05,117.76,41.39,28.02,1.051,34.95,22.09,100.0,0.72,114.87,0.052,4.139,2.331,0,0,None,0,0,vehicular
Mumbai,19.067575,72.886958,2022-01-23,72.71,161.03,17.71,30.97,1.736,33.53,22.27,70.64,3.68,352.02,4.338,2.535,6.362,0,0,None,0,0,industrial
Chennai,13.090813,80.277992,2022-01-23,72.09,56.1,57.92,17.3,1.313,40.66,25.57,72.97,3.74,103.62,0.506,1.794,4.37,0,0,None,0,0,vehicular
Kolkata,22.556877,88.370095,2022-01-23,27.76,203.34,34.51,16.75,1.0,28.92,25.36,93.69,2.85,188.87,0.722,6.14,2.533,0,0,None,0,0,vehicular
Bengaluru,12.964639,77.607703,2022-01-23,163.39,91.5,2.23,20.65,1.169,10.61,27.01,79.12,4.15,334.38,0.329,1.276,1.287,0,0,None,0,0,agricultural
Hyderabad,17.386325,78.495994,2022-01-23,36.64,110.51,45.86,19.36,1.0,36.82,30.26,31.48,3.09,332.25,1.43,0.592,0.224,0,0,None,0,0,vehicular
Pune,18.504281,73.848435,2022-01-23,118.6,137.15,18.16,25.45,1.192,19.07,25.96,28.64,4.8,298.19,0.088,4.105,0.921,0,0,None,0,0,fire_crackers
Guwahati,26.152478,91.728154,2022-01-23,77.08,165.36,79.65,23.94,1.271,31.32,29.11,75.79,3.82,75.27,0.962,0.043,10.717,0,0,None,0,0,waste
Lucknow,26.867435,80.94226,2022-01-23,85.5,88.15,2.3,14.26,1.0,52.87,33.76,58.68,5.14,235.58,0.01,1.968,3.532,0,0,None,0,0,industrial
Kanpur,26.444947,80.315599,2022-01-23,95.29,125.16,40.75,17.16,1.677,16.83,29.89,64.09,1.72,235.42,3.512,0.455,2.016,0,0,None,0,0,industrial
Delhi,28.613451,77.211632,2022-01-24,26.78,71.85,23.43,34.0,1.136,35.18,28.46,73.82,5.69,337.22,0.594,2.932,0.547,0,0,None,0,0,vehicular
Mumbai,19.080132,72.893134,2022-01-24,46.44,90.64,1.0,11.49,1.367,23.49,30.41,60.33,3.93,222.05,0.662,1.391,2.254,0,0,None,0,0,industrial
Chennai,13.096878,80.275335,2022-01-24,62.11,70.31,6.85,33.61,1.0,19.59,27.46,63.35,1.61,81.48,0.152,1.309,5.863,0,0,None,0,0,fire_crackers
Kolkata,22.553461,88.366536,2022-01-24,71.75,103.3,20.91,45.42,1.255,15.77,18.17,45.49,2.11,224.56,0.663,0.132,5.798,0,0,None,0,0,vehicular
Bengaluru,12.979405,77.602624,2022-01-24,57.33,72.34,30.32,12.88,1.0,2.69,22.16,64.35,1.89,173.35,0.041,0.578,2.148,0,0,None,0,0,vehicular
Hyderabad,17.398575,78.468283,2022-01-24,87.3,155.66,56.61,18.26,1.0,35.13,25.01,75.35,2.08,248.29,0.717,0.187,0.322,0,0,None,0,0,industrial
Pune,18.505788,73.85625,2022-01-24,66.68,210.42,73.08,20.26,1.695,3.25,22.01,65.32,4.1,106.27,0.546,1.955,2.148,0,0,None,0,0,vehicular
Guwahati,26.146677,91.721945,2022-01-24,58.08,57.98,22.13,17.42,1.0,23.63,12.96,56.91,2.64,184.29,0.69,0.042,0.821,0,0,None,0,0,waste
Lucknow,26.857155,80.943587,2022-01-24,18.63,43.37,71.86,21.0,1.0,20.53,26.7,69.61,3.0,146.63,1.844,1.393,3.434,0,0,None,0,0,industrial
Kanpur,26.443639,80.342163,2022-01-24,80.42,19.2,25.73,9.17,1.0,27.1,31.73,96.52,3.32,131.73,0.175,2.317,0.147,0,0,None,0,0,waste
Delhi,28.604166,77.244584,2022-01-25,79.86,123.55,14.13,3.89,1.0,36.86,30.55,69.55,4.5,352.96,0.358,4.126,1.375,0,0,None,0,0,industrial
Mumbai,19.083712,72.870673,2022-01-25,69.51,76.98,57.51,35.73,1.0,10.76,41.63,44.44,3.87,82.2,0.384,3.768,3.265,0,0,None,0,0,vehicular
Chennai,13.096778,80.275641,2022-01-25,63.22,81.87,30.65,1.0,1.0,38.14,25.02,32.71,1.32,215.47,0.306,0.309,4.072,0,0,None,0,0,vehicular
Kolkata,22.552773,88.371446,2022-01-25,1.0,129.74,56.48,10.42,1.0,25.84,26.67,65.82,6.65,331.04,0.676,2.964,1.134,0,0,None,0,0,vehicular
Bengaluru,12.969901,77.575318,2022-01-25,66.75,15.33,30.81,19.43,1.0,3.49,31.24,53.37,2.32,323.04,1.948,0.102,0.851,0,0,None,0,0,vehicular
Hyderabad,17.365243,78.496122,2022-01-25,55.83,138.54,19.28,8.33,1.199,12.5,26.58,50.31,2.93,354.0,1.751,0.953,0.239,0,0,None,0,0,industrial
Pune,18.509886,73.866045,2022-01-25,56.19,156.65,21.53,15.97,1.34,28.74,29.55,80.41,2.66,315.28,0.389,2.202,2.726,0,0,None,0,0,vehicular
Guwahati,26.155338,91.716935,2022-01-25,49.52,187.22,13.86,20.64,1.0,35.01,25.12,66.06,0.1,296.62,0.049,0.861,0.853,0,0,None,0,0,waste
Lucknow,26.850578,80.943136,2022-01-25,22.64,121.93,25.92,22.27,1.0,26.01,27.2,23.99,3.42,19.4,1.303,1.247,5.606,0,0,None,0,0,vehicular
Kanpur,26.444974,80.311622,2022-01-25,41.62,157.38,53.42,12.65,1.075,38.46,15.34,61.72,3.2,334.09,1.543,2.61,0.92,0,0,None,0,0,industrial
Delhi,28.621157,77.234643,2022-01-26,29.57,103.36,72.36,36.17,1.189,26.49,32.28,44.68,3.03,203.34,0.762,0.954,3.349,0,0,None,0,0,vehicular
Mumbai,19.083365,72.863269,2022-01-26,86.36,125.57,30.9,19.08,1.39,35.35,36.55,41.47,2.33,97.53,0.418,5.088,4.058,0,0,None,0,0,industrial
Chennai,13.099026,80.281306,2022-01-26,78.48,170.52,44.63,20.97,1.0,1.0,27.88,54.36,4.83,245.05,0.087,1.763,6.957,0,0,None,0,0,industrial
Kolkata,22.550684,88.346186,2022-01-26,81.49,126.18,18.6,22.05,1.439,29.93,29.08,50.21,2.36,163.08,2.904,3.387,4.052,0,0,None,0,0,fire_crackers
Bengaluru,12.971522,77.598312,2022-01-26,36.42,128.38,46.91,42.41,1.294,29.48,26.63,69.86,4.07,40.42,0.347,1.507,6.007,0,0,None,0,0,vehicular
Hyderabad,17.391009,78.474575,2022-01-26,112.69,68.42,13.28,18.0,1.0,33.31,15.68,50.45,1.39,278.12,0.899,0.569,2.253,0,0,None,0,0,vehicular
Pune,18.535456,73.862311,2022-01-26,14.81,106.49,33.11,9.16,1.0,29.53,30.43,69.8,3.06,37.62,0.674,0.403,3.904,0,0,None,0,0,vehicular
Guwahati,26.148218,91.712913,2022-01-26,85.78,109.52,33.13,10.21,1.0,7.29,33.9,84.46,1.01,68.25,0.16,4.445,0.29,0,0,None,0,0,vehicular
Lucknow,26.842375,80.955408,2022-01-26,26.7,68.67,19.02,25.69,1.0,49.07,28.74,40.96,0.58,125.73,2.999,2.973,0.071,0,0,None,0,0,vehicular
Kanpur,26.431202,80.322057,2022-01-26,41.54,123.66,25.32,34.62,1.368,17.14,36.67,60.4,3.28,349.0,0.833,0.717,1.341,0,0,None,0,0,waste
Delhi,28.596461,77.238745,2022-01-27,46.02,99.45,28.71,23.85,1.0,25.3,22.79,59.05,5.54,36.1,1.565,7.849,0.254,0,0,None,0,0,vehicular
Mumbai,19.083679,72.889288,2022-01-27,43.51,94.5,1.0,15.49,1.0,38.74,14.82,41.17,2.06,336.44,1.642,0.037,0.707,0,0,None,0,0,vehicular
Chennai,13.077486,80.254897,2022-01-27,72.09,164.7,8.38,26.07,1.357,40.18,20.92,64.48,2.25,256.95,2.611,1.85,0.875,0,0,None,0,0,industrial
Kolkata,22.579197,88.347696,2022-01-27,103.92,99.39,31.79,30.12,1.698,58.22,19.03,79.31,1.03,307.67,0.19,1.081,1.843,0,0,None,0,0,industrial
Bengaluru,12.958055,77.606412,2022-01-27,34.0,164.42,38.7,19.96,1.001,49.19,28.32,82.67,5.01,276.11,0.892,1.035,0.444,0,0,None,0,0,agricultural
Hyderabad,17.365593,78.495104,2022-01-27,59.29,130.49,18.22,18.98,1.0,34.95,27.71,56.61,2.55,10.72,0.372,1.477,0.28,0,0,None,0,0,industrial
Pune,18.539663,73.840556,2022-01-27,110.3,101.22,44.66,7.58,1.453,7.31,32.67,33.56,3.97,298.42,1.558,6.683,3.559,0,0,None,0,0,vehicular
Guwahati,26.137615,91.726077,2022-01-27,1.0,151.6,52.36,31.16,1.301,17.14,29.08,80.02,1.34,342.83,1.323,3.196,3.551,0,0,None,0,0,vehicular
Lucknow,26.863111,80.950654,2022-01-27,97.16,173.13,18.02,37.34,1.399,61.79,28.21,64.79,2.64,47.86,0.122,1.062,0.665,0,0,None,0,0,vehicular
Kanpur,26.462667,80.323943,2022-01-27,66.38,80.68,16.68,29.87,1.0,30.63,30.75,63.33,3.42,216.19,0.927,0.991,9.322,0,0,None,0,0,fire_crackers
Delhi,28.601038,77.214446,2022-01-28,44.33,79.66,67.86,13.64,1.0,17.95,34.57,73.6,5.87,213.24,1.169,0.354,4.481,0,0,None,0,0,vehicular
Mumbai,19.072424,72.875303,2022-01-28,100.57,127.63,42.91,8.62,1.0,22.94,18.64,39.01,5.72,133.4,0.894,1.274,4.873,0,0,None,0,0,vehicular
Chennai,13.097092,80.256805,2022-01-28,55.53,111.88,84.91,24.57,1.391,35.13,28.47,54.58,4.74,268.75,0.185,0.023,1.139,0,0,None,0,0,industrial
Kolkata,22.575725,88.343705,2022-01-28,49.11,146.55,55.63,27.98,1.0,23.55,19.28,100.0,3.65,96.13,1.234,1.156,6.896,0,0,None,0,0,industrial
Bengaluru,12.954625,77.591728,2022-01-28,91.53,159.73,36.47,1.0,1.302,33.78,14.56,45.62,6.54,147.7,0.808,1.514,4.371,0,0,None,0,0,vehicular
Hyderabad,17.391427,78.46759,2022-01-28,85.16,79.26,29.17,9.21,2.687,16.5,32.52,58.37,1.13,19.62,3.002,0.714,0.72,0,0,None,0,0,vehicular
Pune,18.50938,73.840782,2022-01-28,80.14,52.09,29.49,24.71,1.0,35.32,24.77,69.29,3.81,238.25,1.433,0.355,2.677,0,0,None,0,0,vehicular
Guwahati,26.159667,91.727568,2022-01-28,67.63,157.07,47.05,29.93,1.0,18.1,40.73,60.38,1.7,165.12,0.801,0.614,3.653,0,0,None,0,0,industrial
Lucknow,26.842998,80.939427,2022-01-28,15.34,52.91,39.27,25.55,1.0,23.87,34.76,57.56,4.5,351.18,0.204,0.958,8.061,0,0,None,0,0,vehicular
Kanpur,26.461936,80.331533,2022-01-28,134.68,79.84,42.27,15.81,1.092,12.42,26.88,45.8,4.28,123.71,0.355,0.608,3.19,0,0,None,0,0,vehicular
Delhi,28.623113,77.236532,2022-01-29,39.68,179.4,14.66,24.74,1.0,36.37,30.75,63.9,5.12,16.66,0.18,0.01,5.444,0,0,None,0,0,industrial
Mumbai,19.082646,72.896841,2022-01-29,60.41,60.99,53.41,5.99,1.847,32.89,26.76,69.13,2.92,47.42,1.122,4.637,12.666,0,0,None,0,0,vehicular
Chennai,13.07106,80.258617,2022-01-29,129.4,142.62,71.31,14.87,1.066,16.21,36.08,43.64,1.97,88.08,1.449,1.095,0.079,0,0,None,0,0,agricultural
Kolkata,22.55599,88.360792,2022-01-29,62.52,200.86,22.02,15.78,1.0,31.11,22.65,51.96,1.9,35.55,0.375,0.005,14.248,0,0,None,0,0,waste
Bengaluru,12.95002,77.601964,2022-01-29,27.58,91.61,57.21,13.44,1.162,33.06,23.68,51.34,0.63,83.39,0.277,0.429,0.463,0,0,None,0,0,fire_crackers
Hyderabad,17.387018,78.484538,2022-01-29,77.78,119.13,35.31,10.32,1.71,48.17,31.81,38.98,1.59,355.63,1.302,0.216,1.075,0,0,None,0,0,industrial
Pune,18.528281,73.866499,2022-01-29,32.84,90.65,45.11,35.0,1.928,40.31,17.81,43.88,3.51,242.48,0.673,1.221,4.913,0,0,None,0,0,vehicular
Guwahati,26.138957,91.745389,2022-01-29,70.63,109.5,65.31,14.76,1.211,56.28,24.93,61.19,3.23,59.99,0.965,1.404,3.948,0,0,None,0,0,waste
Lucknow,26.845832,80.948264,2022-01-29,107.07,118.13,17.95,31.04,1.018,25.62,26.97,62.78,1.64,348.62,0.344,0.548,3.553,0,0,None,0,0,waste
Kanpur,26.433179,80.336608,2022-01-29,82.76,108.42,51.89,12.19,1.0,32.39,29.94,60.4,1.53,219.01,0.488,0.682,0.325,0,0,None,0,0,industrial
Delhi,28.606238,77.210218,2022-01-30,80.15,89.54,58.82,21.65,1.198,25.23,29.69,76.61,3.04,202.0,0.108,0.052,1.067,0,0,None,0,0,vehicular
Mumbai,19.065693,72.868929,2022-01-30,19.41,210.32,7.62,1.0,1.0,29.66,23.63,60.18,4.12,132.33,0.2,0.745,3.953,0,0,None,0,0,vehicular
Chennai,13.092664,80.259424,2022-01-30,53.49,148.19,17.41,13.76,1.0,12.05,33.39,89.93,5.07,331.27,0.347,6.406,5.359,0,0,None,0,0,industrial
Kolkata,22.574911,88.340655,2022-01-30,4.97,116.18,15.47,30.98,1.93,32.38,23.27,45.67,7.73,242.94,1.019,0.378,0.946,0,0,None,0,0,vehicular
Bengaluru,12.982865,77.59725,2022-01-30,47.24,84.32,54.89,16.53,1.157,36.47,35.77,46.7,4.19,77.75,0.622,0.412,2.79,0,0,None,0,0,fire_crackers
Hyderabad,17.378516,78.476897,2022-01-30,43.56,67.58,62.45,15.32,1.0,28.28,37.05,89.48,2.35,163.89,0.354,6.732,1.047,0,0,None,0,0,waste
